phish_attachment,phish_link,social_contact,macro_exec,powershell_exec,signed_binary_proxy,dll_sideload,scheduled_task,new_service,credential_access,valid_accounts_use,smb_lateral,rdp_lateral,ssh_lateral,network_discovery,defense_evasion,packed_payload,c2_beaconing,cloud_exfil,crypto_targeting,failed_login_burst,outbound_conn_count,rare_parent_child_score,offhours_activity_score,archive_attachment_kb,script_chain_depth,target
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,13,0.445,0.663,144,1,0
0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3,17,0.234,0.441,833,2,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,21,0.05,0.253,933,2,0
0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,4,20,0.657,0.934,656,3,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.363,0.048,437,3,0
0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,4,11,0.369,0.271,999,3,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,20,0.413,0.495,985,1,0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,6,21,0.686,0.649,1443,3,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,15,0.231,0.364,205,1,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,18,0.312,0.537,966,2,0
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,14,0.419,0.29,137,2,0
1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,7,18,0.894,0.65,538,6,1
1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,6,19,0.426,0.484,1501,5,1
0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,12,0.113,0.431,855,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,14,0.275,0.486,147,3,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0.294,0.235,869,2,0
1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,4,38,0.866,0.469,1924,2,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,4,23,0.481,0.874,900,6,1
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,15,0.134,0.194,583,3,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0.459,0.474,638,3,0
1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,2,9,0.435,0.228,568,1,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,2,11,0.293,0.14,966,3,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0.489,0.304,733,3,0
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,14,0.423,0.482,993,1,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,10,0.054,0.242,467,3,0
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,17,0.41,0.222,650,2,0
1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,6,19,0.653,0.708,2325,3,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,9,0.279,0.311,586,2,0
1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,7,21,0.653,0.319,748,6,1
1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,20,0.932,0.384,1630,6,1
0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,2,13,0.164,0.266,584,3,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,11,0.329,0.277,913,1,0
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,6,16,0.755,0.545,229,2,1
0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,9,27,0.62,0.858,408,4,1
0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,4,14,0.375,0.758,442,2,0
1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,2,23,0.658,0.493,2143,5,1
1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,6,22,0.58,0.792,1444,3,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,13,0.491,0.103,538,2,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,16,0.566,0.218,941,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,14,0.066,0.09,296,3,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,15,0.157,0.088,82,1,0
1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,8,27,0.711,0.489,1142,2,1
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,18,0.235,0.399,140,2,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,13,0.639,0.582,617,1,0
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,4,12,0.099,0.15,544,1,0
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,0.523,0.156,533,1,0
1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,5,13,0.242,0.306,915,3,0
0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,3,10,0.205,0.014,258,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11,0.418,0.558,901,2,0
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,17,0.208,0.432,386,1,0
0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,10,0.265,0.389,278,2,0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,12,0.26,0.241,343,1,0
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,4,15,0.304,0.486,206,3,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,12,0.31,0.202,772,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0.283,0.049,698,1,0
1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,14,0.216,0.041,408,2,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,23,0.541,0.426,572,1,0
0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,18,0.635,0.507,1117,4,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,18,0.107,0.209,664,3,0
1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,23,0.537,0.676,1999,7,1
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,10,0.047,0.475,664,1,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3,8,0.304,0.146,131,2,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0.47,0.269,783,1,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,0.454,0.2,495,1,0
1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,5,21,0.684,0.574,373,7,1
1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4,14,0.446,0.236,233,2,0
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,0.218,0.213,515,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,0.129,0.12,458,1,0
1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,4,16,0.814,0.881,1401,7,1
0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,4,21,0.65,0.676,2341,3,1
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,13,0.484,0.344,354,2,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0.031,0.043,868,3,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,8,0.084,0.426,87,1,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,14,0.346,0.102,485,2,0
0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,17,0.016,0.278,418,2,0
1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,12,25,0.794,0.583,1293,4,1
1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,7,18,0.657,0.969,1303,6,1
0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3,20,0.836,0.446,1330,7,1
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,5,21,0.689,0.579,376,2,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,15,0.408,0.249,421,1,0
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,9,19,0.876,0.537,1666,4,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,15,0.424,0.095,363,2,0
0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,4,11,0.206,0.162,893,2,0
0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,17,0.059,0.218,862,2,0
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,15,0.207,0.111,414,2,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,13,0.43,0.331,462,1,0
1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,4,14,0.28,0.247,195,3,0
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,12,23,0.346,0.576,1260,7,1
0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,4,12,0.168,0.113,821,2,0
0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,12,23,0.787,0.689,1016,7,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,20,0.493,0.311,349,1,0
1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,5,16,0.968,0.941,863,6,1
1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,9,0.727,0.077,172,3,0
1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,12,0.696,0.228,264,1,0
0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,4,30,0.767,0.888,751,5,1
1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,13,24,0.667,0.537,1336,5,1
0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,7,18,0.648,0.854,1521,2,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,6,13,0.535,0.371,399,1,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,0.385,0.117,743,1,0
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,4,11,0.047,0.37,427,3,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12,0.421,0.057,870,1,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,12,0.373,0.349,438,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,15,0.545,0.15,681,2,0
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,5,17,0.245,0.076,260,1,0
0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,10,0.212,0.505,783,1,0
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,5,21,0.405,0.41,610,2,0
0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,11,0.353,0.255,625,3,0
1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,9,27,0.815,0.683,742,2,1
0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,6,21,0.542,0.408,182,5,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,13,0.114,0.051,792,2,0
1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,7,33,0.918,0.477,196,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0.362,0.328,934,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,12,0.144,0.224,340,2,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,0.186,0.39,621,2,0
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,4,26,0.818,0.282,1115,2,1
0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,14,0.253,0.246,307,3,0
0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,6,13,0.124,0.25,256,3,0
1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,20,0.661,0.402,2240,6,1
0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,10,0.435,0.463,255,1,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,10,0.272,0.216,931,3,0
0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,10,0.379,0.192,343,1,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,14,0.551,0.072,260,3,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,12,0.189,0.342,756,2,0
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,2,9,0.509,0.475,953,1,0
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,15,0.364,0.159,646,3,0
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,27,0.686,0.794,459,7,1
1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,9,18,0.876,0.412,2232,5,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,8,0.149,0.179,572,2,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,14,0.32,0.236,194,2,0
1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,6,24,0.898,0.589,2192,4,1
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4,12,0.211,0.375,380,1,0
1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,12,32,0.938,0.805,1008,2,1
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,14,0.185,0.128,320,1,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,2,9,0.092,0.209,274,2,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,13,0.133,0.366,968,1,0
1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,12,18,0.682,0.825,1980,5,1
1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,2,22,0.646,0.693,2335,3,1
0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,15,0.071,0.199,828,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,14,0.095,0.373,989,2,0
1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,3,23,0.697,0.804,548,7,1
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,15,0.373,0.202,252,1,0
1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,3,16,0.642,0.98,2229,2,1
0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,13,0.086,0.406,82,1,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,17,0.438,0.325,415,1,0
0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,5,22,0.405,0.373,1818,6,1
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,10,0.056,0.073,821,2,0
1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0.49,0.534,946,2,0
1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,5,23,0.589,0.609,1775,4,1
1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,13,18,0.635,0.664,1095,7,1
0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3,14,0.094,0.264,593,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,10,0.286,0.243,626,3,0
1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,4,14,0.683,0.491,2064,4,1
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,13,0.174,0.187,948,3,0
1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,12,24,0.848,0.573,1430,6,1
1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,3,27,0.655,0.466,1546,4,1
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,11,0.269,0.177,645,2,0
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0.511,0.427,669,2,0
1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,9,23,0.648,0.472,1616,2,1
1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,21,0.8,0.802,401,3,1
1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,4,22,0.695,0.132,1306,4,1
0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,13,0.205,0.227,930,3,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,10,0.513,0.022,169,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,11,0.079,0.162,671,1,0
0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,7,13,0.33,0.261,829,1,0
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0.52,0.233,675,3,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,15,0.394,0.071,429,3,0
1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,5,26,0.888,0.861,505,4,1
0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,3,23,0.384,0.454,585,1,0
1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,5,15,0.656,0.174,435,1,0
1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,11,0.547,0.132,733,1,0
0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,13,0.075,0.08,775,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,10,0.123,0.574,935,1,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,5,13,0.573,0.085,924,3,0
1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,8,19,0.891,0.921,1025,6,1
1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,9,18,0.401,0.822,692,5,1
0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3,14,0.276,0.03,537,3,0
1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,4,19,0.778,0.868,224,7,1
0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,5,19,0.635,0.52,1603,3,1
1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,3,28,0.807,0.749,1761,6,1
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,11,0.206,0.477,649,1,0
1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,5,19,0.827,0.457,1980,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,13,0.132,0.394,813,1,0
0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,5,19,0.699,0.843,925,4,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,13,0.303,0.322,625,1,0
1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,4,17,0.684,0.693,777,6,1
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,15,0.391,0.332,655,3,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,3,9,0.074,0.187,173,2,0
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,11,0.188,0.23,498,3,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,0.219,0.076,521,2,0
1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,18,0.332,0.547,441,3,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,14,0.165,0.231,770,2,0
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,10,0.277,0.237,696,3,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,15,0.232,0.36,437,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,18,0.06,0.366,841,3,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,13,0.244,0.18,894,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13,0.093,0.135,643,3,0
1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,10,0.444,0.171,202,2,0
0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,15,0.624,0.315,836,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,14,0.215,0.297,246,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0.193,0.1,239,3,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,14,0.251,0.335,633,1,0
1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0.133,0.253,97,2,0
1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,12,0.146,0.057,701,3,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,4,12,0.389,0.239,395,2,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,13,0.333,0.343,314,1,0
1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,7,21,0.799,0.897,960,7,1
1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,7,24,0.637,0.705,206,5,1
0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,2,20,0.849,0.835,243,5,1
0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,16,0.464,0.731,512,2,0
0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,3,19,0.559,0.554,748,2,1
1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,5,22,0.619,0.625,2176,4,1
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,11,0.268,0.294,823,3,0
0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,3,15,0.46,0.151,940,3,0
1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,4,19,0.644,0.819,1538,2,1
1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,15,0.256,0.631,725,1,0
0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,3,23,0.467,0.19,535,3,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,11,0.199,0.319,779,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,13,0.388,0.143,950,2,0
1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,13,0.462,0.227,496,1,0
1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,3,28,0.841,0.435,378,3,1
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,13,0.243,0.056,833,1,0
1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,4,19,0.938,0.782,280,6,1
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,11,0.024,0.12,433,3,0
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,4,13,0.216,0.651,596,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,0.141,0.199,588,1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,12,0.196,0.277,893,1,0
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,15,0.399,0.298,260,2,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,9,0.301,0.216,140,1,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,9,0.137,0.309,129,1,0
0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6,10,0.235,0.632,932,3,0
1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,6,19,0.807,0.365,1940,3,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,16,0.29,0.191,919,3,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,16,0.223,0.062,466,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,0.434,0.145,981,3,0
1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,8,20,0.836,0.568,1658,7,1
1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,2,15,0.445,0.447,429,3,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,5,16,0.259,0.054,417,1,0
